CATEGORY,NAME,NUMBER,LABEL,BASE RESPONDEN
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA105f,58f,What is the reason you refused an offer of money or goods (groceries/food/beverage/T-shirt/clothes/sarong/head scarfs/shopping voucher) during the Legislative elections in April 2014 or the Presidential Election in July 2014?,Base : Responden yang menolak pemberian (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA106a,59a,What is the reason you or your family accepted the offer of money or goods (groceries/food/beverage/T-shirt/clothes/sarong/head scarfs/shopping voucher)?,Base : Responden yang menolak pemberian (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA106b,59b,What is the reason you or your family accepted the offer of money or goods (groceries/food/beverage/T-shirt/clothes/sarong/head scarfs/shopping voucher)?,Base : Responden yang menolak pemberian (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA106c,59c,What is the reason you or your family accepted the offer of money or goods (groceries/food/beverage/T-shirt/clothes/sarong/head scarfs/shopping voucher)?,Base : Responden yang menolak pemberian (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA106d,59d,What is the reason you or your family accepted the offer of money or goods (groceries/food/beverage/T-shirt/clothes/sarong/head scarfs/shopping voucher)?,Base : Responden yang menolak pemberian (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA106e,59e,What is the reason you or your family accepted the offer of money or goods (groceries/food/beverage/T-shirt/clothes/sarong/head scarfs/shopping voucher)?,Base : Responden yang menolak pemberian (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA106f,59f,What is the reason you or your family accepted the offer of money or goods (groceries/food/beverage/T-shirt/clothes/sarong/head scarfs/shopping voucher)?,Base : Responden yang menolak pemberian (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA107a,60a,"Regardless of whether you or your family accepted or declined it, where or in what occasion were you or your family OFFERED with money or goods by particular candidates or political party during the Legislative Election in Aprl 2014 or the Presidential Election in July 2014?",Base : Responden yang pernah ditawari uang/barang/jasa (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA107b,60b,"Regardless of whether you or your family accepted or declined it, where or in what occasion were you or your family OFFERED with money or goods by particular candidates or political party during the Legislative Election in Aprl 2014 or the Presidential Election in July 2014?",Base : Responden yang pernah ditawari uang/barang/jasa (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA107c,60c,"Regardless of whether you or your family accepted or declined it, where or in what occasion were you or your family OFFERED with money or goods by particular candidates or political party during the Legislative Election in Aprl 2014 or the Presidential Election in July 2014?",Base : Responden yang pernah ditawari uang/barang/jasa (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA107d,60d,"Regardless of whether you or your family accepted or declined it, where or in what occasion were you or your family OFFERED with money or goods by particular candidates or political party during the Legislative Election in Aprl 2014 or the Presidential Election in July 2014?",Base : Responden yang pernah ditawari uang/barang/jasa (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA107e,60e,"Regardless of whether you or your family accepted or declined it, where or in what occasion were you or your family OFFERED with money or goods by particular candidates or political party during the Legislative Election in Aprl 2014 or the Presidential Election in July 2014?",Base : Responden yang pernah ditawari uang/barang/jasa (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA107f,60f,"Regardless of whether you or your family accepted or declined it, where or in what occasion were you or your family OFFERED with money or goods by particular candidates or political party during the Legislative Election in Aprl 2014 or the Presidential Election in July 2014?",Base : Responden yang pernah ditawari uang/barang/jasa (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ108a,61a,"(It is appropriate to accept money or goods from particular candidates or political parties, because it gives mutual benefits to the candidates/political parties and the public?) Please indicate your level of agreement or disagreement with this statement",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ108b,61b,(It is appropriate to accept money or goods from particular candidates or political parties as long as there is no pressure to vote for them.) Please indicate your level of agreement or disagreement with this statement,Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ108c,61c,(It is not appropriate to receive money/goods/services from certain candidates/political parties/campaign teams) Please indicate your level of agreement or disagreement with this statement?,Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ109a,62a,"If you accepted the money/goods offered by the candidates who you wanted to vote for, you...",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ109b,62b,If you accepted the money/goods offered by the candidates who you did not want to vote for you will...,Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ110a,63a,"(Candidates who give money/goods/services sincerely during the campaign, have no expectation from voters.) Please indicate your level of agreement or disagreement with this statement",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ110b,63b,"(Candidates who give money/goods/services during the campaign tend to be leaders who are socially minded, attentive, helpful to communities.) Please indicate your level of agreement or disagreement with this statement",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ110c,63c,(The candidates giving out money/goods during the campaign are likely to commit corruption.) Please indicate your level of agreement or disagreement with this statement,Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SSQ111,64,"According to you, how can another party find out or not find out about your vote, while the General/Regional election is held confidentially?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA112Aa,65aa,"In your opinion, how can others know your choice of candidate/political party?",Base : Responden yang menyatakan bahwa pihak lain mungkin bisa mengetahui pilihan calon/partai politik kita (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA112Ab,65ab,"In your opinion, how can others know your choice of candidate/political party?",Base : Responden yang menyatakan bahwa pihak lain mungkin bisa mengetahui pilihan calon/partai politik kita (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA112Ac,65ac,"In your opinion, how can others know your choice of candidate/political party?",Base : Responden yang menyatakan bahwa pihak lain mungkin bisa mengetahui pilihan calon/partai politik kita (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA112Ba,65ba,"In your opinion, how can others NOT know your choice of candidate/political party?",Base : Responden yang menyatakan bahwa pihak lain tidak mungkin bisa mengetahui pilihan calon/partai politik kita (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA112Bb,65bb,"In your opinion, how can others NOT know your choice of candidate/political party?",Base : Responden yang menyatakan bahwa pihak lain tidak mungkin bisa mengetahui pilihan calon/partai politik kita (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA112Bc,65bc,"In your opinion, how can others NOT know your choice of candidate/political party?",Base : Responden yang menyatakan bahwa pihak lain tidak mungkin bisa mengetahui pilihan calon/partai politik kita (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SSQ113_BASE,67,"You have mentioned that you or your family had experience being offered/given money/goods/services from certain candidate/political party/campaign team on Legislative Election on April 2014 or Presidential Election on July 2014. At that moment when you or your family was offered money/goods/services from certain candidate/political party/campaign team, did you or your family report it or not?",Base : Responden yang pernah ditawari uang/barang/jasa (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SSQ113_NEW,66,"You have mentioned that you or your family had experience being offered/given money/goods/services from certain candidate/political party/campaign team on Legislative Election on April 2014 or Presidential Election on July 2014. At that moment when you or your family was offered money/goods/services from certain candidate/political party/campaign team, did you or your family report it or not?",Base : Responden yang pernah ditawari uang/barang/jasa (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA114a,67a,Why didn't you or your family report being offered/given money/goods/services from certain candidate/political party/campaign team?,Base : Responden yang tidak melaporkan penawaran uang/barang dari calon/partai politik/tim sukses (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA114b,67b,Why didn't you or your family report being offered/given money/goods/services from certain candidate/political party/campaign team?,Base : Responden yang tidak melaporkan penawaran uang/barang dari calon/partai politik/tim sukses (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA114c,67c,Why didn't you or your family report being offered/given money/goods/services from certain candidate/political party/campaign team?,Base : Responden yang tidak melaporkan penawaran uang/barang dari calon/partai politik/tim sukses (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA114d,67d,Why didn't you or your family report being offered/given money/goods/services from certain candidate/political party/campaign team?,Base : Responden yang tidak melaporkan penawaran uang/barang dari calon/partai politik/tim sukses (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA114e,67e,Why didn't you or your family report being offered/given money/goods/services from certain candidate/political party/campaign team?,Base : Responden yang tidak melaporkan penawaran uang/barang dari calon/partai politik/tim sukses (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA114f,67f,Why didn't you or your family report being offered/given money/goods/services from certain candidate/political party/campaign team?,Base : Responden yang tidak melaporkan penawaran uang/barang dari calon/partai politik/tim sukses (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA115a,68a,"In your opinion, to whom should the activity of giving money/goods/services be reported?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA115b,68b,"In your opinion, to whom should the activity of giving money/goods/services be reported?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA115c,68c,"In your opinion, to whom should the activity of giving money/goods/services be reported?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SSQ116,69,"Regardless of whether you accepted money/goods/services from certain candidate/political party/campaign team when it was offered, did you choose the candidate in the election?",
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SSQ117,70,"You've said that you never accepted money/goods/services from certain candidate/political party/campaign team when it was offered. In the end, did you vote for this candidate in the election?",
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SSQ118,71,Did you vote for this candidate because of the money/goods that he/she gave to you?,
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SSQ119,72,"If, for example, you were offered money/goods by several candidates/political parties, how would you choose a candidate?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SSQ120,73,Initially you are willing to participate in a General Election/Regional Election. Then you or your family is offered money/goods/services by SEVERAL candidates/political parties/campaign teams. What will you do?,Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ121a,74a,"(Candidates offering money or goods) According to you, if referring to the prevailing laws, is the activity of offering and receiving money/goods/services from certain political parties/candidates/campaign teams during election (campaign period, cooling down period or election day) against the law or not?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ121b,74b,"(Accepting money or goods from candidates) According to you, if referring to the prevailing laws, is the activity of offering and receiving money/goods/services from certain political parties/candidates/campaign teams during election (campaign period, cooling down period or election day) against the law or not?",Base : Semua responden (n : xx)
UNDERSTANDING HOW TO VOTE,SSQ132_BASE,79,"From your understanding, how do you mark a ballot in the Legislative Election/DPR and DPD Election in April 2014?",Base : Semua responden (n : xx)
UNDERSTANDING HOW TO VOTE,SSQ132_NEW,75,"From your recollection, how did you cast a ballot in the Legislative Election/DPR and DPD Election in April 2014?",Base : Responden yang mengikuti Pemilihan Legislatif di April 2014 (n : xx)
UNDERSTANDING HOW TO VOTE,SSQ133_NEW,76,"If in the future, you vote not by marking a ballot paper, but using a machine, will you believe the results or not?",Base : Semua responden (n : xx)
ELECTION MONITORING,SSQ136_BASE,80,"There are those who feel that the 2014 elections will be free and fair, those who feel that they will NOT be free and fair, and those who feel unsure. Which statement best represents your opinion?",Base : Semua responden (n : xx)
ELECTION MONITORING,SSQ136A_NEW,77,"There are those who feel that the 2014 Legislative elections were free and fair, those who feel that they were NOT free and fair, and those who feel unsure. Which statement best represents your opinion?",Base : Semua responden (n : xx)
ELECTION MONITORING,SMA137A1_BASE,81a1,What is the reason you stated that the Legislative elections in April 2014 will be free and fair?,"Base : Responden yang menyatakan akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137A2_BASE,81a2,What is the reason you stated that the Legislative elections in April 2014 will be free and fair?,"Base : Responden yang menyatakan akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137A3_BASE,81a3,What is the reason you stated that the Legislative elections in April 2014 will be free and fair?,"Base : Responden yang menyatakan akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137B1_BASE,81b1,What is the reason you stated that the Legislative elections in April 2014 will NOT be free and fair?,"Base : Responden yang menyatakan tidak akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137B2_BASE,81b2,What is the reason you stated that the Legislative elections in April 2014 will NOT be free and fair?,"Base : Responden yang menyatakan tidak akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137B3_BASE,81b3,What is the reason you stated that the Legislative elections in April 2014 will NOT be free and fair?,"Base : Responden yang menyatakan tidak akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137Aa1_NEW,78aa1,What is the reason you stated that the Legislative elections in April 2014 were free and fair?,"Base : Responden yang menyatakan akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137Aa2_NEW,78aa2,What is the reason you stated that the Legislative elections in April 2014 were free and fair?,"Base : Responden yang menyatakan akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137Aa3_NEW,78aa3,What is the reason you stated that the Legislative elections in April 2014 were free and fair?,"Base : Responden yang menyatakan akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137Ab1_NEW,78ab1,What is the reason you stated that the Legislative elections in April 2014 were NOT free and fair?,"Base : Responden yang menyatakan tidak akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137Ab2_NEW,78ab2,What is the reason you stated that the Legislative elections in April 2014 were NOT free and fair?,"Base : Responden yang menyatakan tidak akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137Ab3_NEW,78ab3,What is the reason you stated that the Legislative elections in April 2014 were NOT free and fair?,"Base : Responden yang menyatakan tidak akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137Ac1_NEW,78ac1,What is the reason you stated that you were not sure that the Legislative elections in April 2014 were free and fair?,
ELECTION MONITORING,SMA137Ac2_NEW,78ac2,What is the reason you stated that you were not sure that the Legislative elections in April 2014 were free and fair?,
ELECTION MONITORING,SMA137Ac3_NEW,78ac3,What is the reason you stated that you were not sure that the Legislative elections in April 2014 were free and fair?,
ELECTION MONITORING,SSQ136B_NEW,79,"There are those who feel that the 2014 Presidential elections were free and fair, those who feel that they were NOT free and fair, and those who feel unsure. Which statement best represents your opinion?",Base : Semua responden (n : xx)
ELECTION MONITORING,SMA137Ba1_NEW,80ba1,What is the reason you stated that the Presidential elections in July 2014 were free and fair?,"Base : Responden yang menyatakan akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137Ba2_NEW,80ba2,What is the reason you stated that the Presidential elections in July 2014 were free and fair?,"Base : Responden yang menyatakan akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137Ba3_NEW,80ba3,What is the reason you stated that the Presidential elections in July 2014 were free and fair?,"Base : Responden yang menyatakan akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137Bb1_NEW,80bb1,What is the reason you stated that the Presidential elections in July 2014 were NOT free and fair?,"Base : Responden yang menyatakan tidak akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137Bb2_NEW,80bb2,What is the reason you stated that the Presidential elections in July 2014 were NOT free and fair?,"Base : Responden yang menyatakan tidak akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137Bb3_NEW,80bb3,What is the reason you stated that the Presidential elections in July 2014 were NOT free and fair?,"Base : Responden yang menyatakan tidak akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137Bc1_NEW,80bc1,What is the reason you stated that you were not sure that the Presidential elections in July 2014 were free and fair?,
ELECTION MONITORING,SMA137Bc2_NEW,80bc2,What is the reason you stated that you were not sure that the Presidential elections in July 2014 were free and fair?,
ELECTION MONITORING,SMA137Bc3_NEW,80bc3,What is the reason you stated that you were not sure that the Presidential elections in July 2014 were free and fair?,
ELECTION MONITORING,SSQ138_BASE,82,"(The results of the Legislative/DPR and DPD Elections in April 2014, issued by KPU/KPUD, will reflect the people's choice.) Please indicate your level of agreement or disagreement with this statement",Base : Semua responden (n : xx)
ELECTION MONITORING,SMQ138A_NEW,81a,"(The results of the Legislative/DPR and DPD Elections in April 2014, issued by KPU/KPUD, reflect the people's choice.) Please indicate your level of agreement or disagreement with this statement",Base : Semua responden (n : xx)
ELECTION MONITORING,SMQ138B_NEW,81b,"(The results of the Presidential Elections in July 2014, issued by KPU/KPUD, reflect the people's choice.) Please indicate your level of agreement or disagreement with this statement",Base : Semua responden (n : xx)
ELECTION MONITORING,SSQ140_NEW,82,"Do you trust that the result of the Quick Count can reflect the actual result of Election in an accurate manner, or not?",Base : Semua responden (n : xx)
INFORMATION NEEDS,SSQ155_NEW,83,"Regardless of which presidential and vice-presidential candidates were elected, what in your opinion is the problem that is most urgent to be resolved for this country?",Base : Semua responden (n : xx)
MEDIA HABITS,SMQ155a,84a,(Watch TV) How often do you...,Base : Semua responden (n : xx)
MEDIA HABITS,SMQ155b,84b,(Listen to the radio) How often do you...,Base : Semua responden (n : xx)
MEDIA HABITS,SMQ155c,84c,(Read the newspaper) How often do you...,Base : Semua responden (n : xx)
MEDIA HABITS,SMQ155d,84d,(Read magazines/tabloids) How often do you...,Base : Semua responden (n : xx)
MEDIA HABITS,SMQ155e,84e,(Access the internet) How often do you...,Base : Semua responden (n : xx)
MEDIA HABITS,SMA156A1,85a1,Which TV stations do you watch often?,Base : Responden yang menonton TV minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156A2,85a2,Which TV stations do you watch often?,Base : Responden yang menonton TV minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156A3,85a3,Which TV stations do you watch often?,Base : Responden yang menonton TV minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156A4,85a4,Which TV stations do you watch often?,Base : Responden yang menonton TV minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156A5,85a5,Which TV stations do you watch often?,Base : Responden yang menonton TV minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156A6,85a6,Which TV stations do you watch often?,Base : Responden yang menonton TV minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156A7,85a7,Which TV stations do you watch often?,Base : Responden yang menonton TV minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156A8,85a8,Which TV stations do you watch often?,Base : Responden yang menonton TV minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156A9,85a9,Which TV stations do you watch often?,Base : Responden yang menonton TV minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156A10,85a10,Which TV stations do you watch often?,Base : Responden yang menonton TV minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156B1,85b1,Which radio stations do you listen to often?,Base : Responden yang mendengar Radio minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156B2,85b2,Which radio stations do you listen to often?,Base : Responden yang mendengar Radio minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156B3,85b3,Which radio stations do you listen to often?,Base : Responden yang mendengar Radio minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156B4,85b4,Which radio stations do you listen to often?,Base : Responden yang mendengar Radio minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156B5,85b5,Which radio stations do you listen to often?,Base : Responden yang mendengar Radio minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156B6,85b6,Which radio stations do you listen to often?,Base : Responden yang mendengar Radio minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156B7,85b7,Which radio stations do you listen to often?,Base : Responden yang mendengar Radio minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156B8,85b8,Which radio stations do you listen to often?,Base : Responden yang mendengar Radio minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156B9,85b9,Which radio stations do you listen to often?,Base : Responden yang mendengar Radio minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156B10,85b10,Which radio stations do you listen to often?,Base : Responden yang mendengar Radio minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156C1,85c1,Which newspapers do you read often?,Base : Responden yang membaca surat kabar minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156C2,85c2,Which newspapers do you read often?,Base : Responden yang membaca surat kabar minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156C3,85c3,Which newspapers do you read often?,Base : Responden yang membaca surat kabar minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156C4,85c4,Which newspapers do you read often?,Base : Responden yang membaca surat kabar minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156C5,85c5,Which newspapers do you read often?,Base : Responden yang membaca surat kabar minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156C6,85c6,Which newspapers do you read often?,Base : Responden yang membaca surat kabar minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156C7,85c7,Which newspapers do you read often?,Base : Responden yang membaca surat kabar minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156C8,85c8,Which newspapers do you read often?,Base : Responden yang membaca surat kabar minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156C9,85c9,Which newspapers do you read often?,Base : Responden yang membaca surat kabar minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156C10,85c10,Which newspapers do you read often?,Base : Responden yang membaca surat kabar minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156D1,85d1,Which magazines/tabloids do you read often?,Base : Responden yang membaca majalah/tabloid minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156D2,85d2,Which magazines/tabloids do you read often?,Base : Responden yang membaca majalah/tabloid minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156D3,85d3,Which magazines/tabloids do you read often?,Base : Responden yang membaca majalah/tabloid minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156D4,85d4,Which magazines/tabloids do you read often?,Base : Responden yang membaca majalah/tabloid minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156D5,85d5,Which magazines/tabloids do you read often?,Base : Responden yang membaca majalah/tabloid minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156D6,85d6,Which magazines/tabloids do you read often?,Base : Responden yang membaca majalah/tabloid minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156D7,85d7,Which magazines/tabloids do you read often?,Base : Responden yang membaca majalah/tabloid minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156D8,85d8,Which magazines/tabloids do you read often?,Base : Responden yang membaca majalah/tabloid minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156D9,85d9,Which magazines/tabloids do you read often?,Base : Responden yang membaca majalah/tabloid minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156D10,85d10,Which magazines/tabloids do you read often?,Base : Responden yang membaca majalah/tabloid minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156E1,8.50E+02,Which internet sites do you visit often?,Base : Responden yang mengunjungi situs internet minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156E2,8.50E+03,Which internet sites do you visit often?,Base : Responden yang mengunjungi situs internet minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156E3,8.50E+04,Which internet sites do you visit often?,Base : Responden yang mengunjungi situs internet minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156E4,8.50E+05,Which internet sites do you visit often?,Base : Responden yang mengunjungi situs internet minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156E5,8.50E+06,Which internet sites do you visit often?,Base : Responden yang mengunjungi situs internet minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156E6,8.50E+07,Which internet sites do you visit often?,Base : Responden yang mengunjungi situs internet minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156E7,8.50E+08,Which internet sites do you visit often?,Base : Responden yang mengunjungi situs internet minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156E8,8.50E+09,Which internet sites do you visit often?,Base : Responden yang mengunjungi situs internet minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156E9,8.50E+10,Which internet sites do you visit often?,Base : Responden yang mengunjungi situs internet minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156E10,8.50E+11,Which internet sites do you visit often?,Base : Responden yang mengunjungi situs internet minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA157_1,86_1,"Try to remember yesterday and when you watched TV from morning to evening. Please let me know, as precisely as you can remember, when you started and stopped watching TV. If you watch TV more than once a day, I want to know at what times you watched.",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_2,86_2,"Try to remember yesterday and when you watched TV from morning to evening. Please let me know, as precisely as you can remember, when you started and stopped watching TV. If you watch TV more than once a day, I want to know at what times you watched.",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_3,86_3,"Try to remember yesterday and when you watched TV from morning to evening. Please let me know, as precisely as you can remember, when you started and stopped watching TV. If you watch TV more than once a day, I want to know at what times you watched.",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_4,86_4,"Try to remember yesterday and when you watched TV from morning to evening. Please let me know, as precisely as you can remember, when you started and stopped watching TV. If you watch TV more than once a day, I want to know at what times you watched.",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_5,86_5,"Try to remember yesterday and when you watched TV from morning to evening. Please let me know, as precisely as you can remember, when you started and stopped watching TV. If you watch TV more than once a day, I want to know at what times you watched.",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_6,86_6,"Try to remember yesterday and when you watched TV from morning to evening. Please let me know, as precisely as you can remember, when you started and stopped watching TV. If you watch TV more than once a day, I want to know at what times you watched.",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_7,86_7,"Try to remember yesterday and when you watched TV from morning to evening. Please let me know, as precisely as you can remember, when you started and stopped watching TV. If you watch TV more than once a day, I want to know at what times you watched.",Base : Responden yang menonton TV setiap hari (n : xx)
