CATEGORY,NAME,NUMBER,LABEL,BASE RESPONDEN
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ104c_NEW,57c,"(T-shirt/clothes/sarong/head scarfs) Misalnya B/I/S ditawari hal-hal di bawah ini dan pihak calon/partai politik/tim sukses dan mereka tidak melakukan pemaksaan/intimidasi kepada B/I/S supaya memilih calon tersebut, apakah B/I/S akan menerimanya",Base : Responden yang tidak pernah ditawari Kaos/baju/sarung/kerudung selama Pilpres (Pemilihan Presiden) atau Pileg/Pemilihan Legislatif/Pemilihan DPR & DPD pada Juli 2014 (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ104d_NEW,57d,"(Shopping Voucher) Misalnya B/I/S ditawari hal-hal di bawah ini dan pihak calon/partai politik/tim sukses dan mereka tidak melakukan pemaksaan/intimidasi kepada B/I/S supaya memilih calon tersebut, apakah B/I/S akan menerimanya",Base : Responden yang tidak pernah ditawari Voucher/bon belanja selama Pilpres (Pemilihan Presiden) atau Pileg/Pemilihan Legislatif/Pemilihan DPR & DPD pada Juli 2014 (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA105a,58a,Mengapa B/I/S atau keluarga menolak pemberian uang/barang (sembako/makanan/minuman/kaos/baju/sarung/kerudung/voucher/kupon) pada Pileg di April 2014 atau Pilpres di Juli 2014 tersebut?,Base : Responden yang menolak pemberian (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA105b,58b,Mengapa B/I/S atau keluarga menolak pemberian uang/barang (sembako/makanan/minuman/kaos/baju/sarung/kerudung/voucher/kupon) pada Pileg di April 2014 atau Pilpres di Juli 2014 tersebut?,Base : Responden yang menolak pemberian (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA105c,58c,Mengapa B/I/S atau keluarga menolak pemberianuang/barang (sembako/makanan/minuman/kaos/baju/sarung/kerudung/voucher/kupon) pada Pileg di April 2014 atau Pilpres di Juli 2014 tersebut?,Base : Responden yang menolak pemberian (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA105d,58d,Mengapa B/I/S atau keluarga menolak pemberian uang/barang (sembako/makanan/minuman/kaos/baju/sarung/kerudung/voucher/kupon) pada Pileg di April 2014 atau Pilpres di Juli 2014 tersebut?,Base : Responden yang menolak pemberian (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA105e,58e,Mengapa B/I/S atau keluarga menolak pemberian uang/barang (sembako/makanan/minuman/kaos/baju/sarung/kerudung/voucher/kupon) pada Pileg di April 2014 atau Pilpres di Juli 2014 tersebut?,Base : Responden yang menolak pemberian (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA105f,58f,Mengapa B/I/S atau keluarga menolak pemberian uang/barang (sembako/makanan/minuman/kaos/baju/sarung/kerudung/voucher/kupon) pada Pileg di April 2014 atau Pilpres di Juli 2014 tersebut?,Base : Responden yang menolak pemberian (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA106a,59a,Mengapa B/I/S atau keluarga menerima pemberian uang/barang (sembako/makanan/minuman/kaos/baju/sarung/kerudung/voucher/kupon) tersebut?,Base : Responden yang menolak pemberian (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA106b,59b,Mengapa B/I/S atau keluarga menerima pemberian uang/barang (sembako/makanan/minuman/kaos/baju/sarung/kerudung/voucher/kupon) tersebut?,Base : Responden yang menolak pemberian (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA106c,59c,Mengapa B/I/S atau keluarga menerima pemberian uang/barang (sembako/makanan/minuman/kaos/baju/sarung/kerudung/voucher/kupon) tersebut?,Base : Responden yang menolak pemberian (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA106d,59d,Mengapa B/I/S atau keluarga menerima pemberian uang/barang (sembako/makanan/minuman/kaos/baju/sarung/kerudung/voucher/kupon) tersebut?,Base : Responden yang menolak pemberian (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA106e,59e,Mengapa B/I/S atau keluarga menerima pemberian uang/barang (sembako/makanan/minuman/kaos/baju/sarung/kerudung/voucher/kupon) tersebut?,Base : Responden yang menolak pemberian (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA106f,59f,Mengapa B/I/S atau keluarga menerima pemberian uang/barang (sembako/makanan/minuman/kaos/baju/sarung/kerudung/voucher/kupon) tersebut?,Base : Responden yang menolak pemberian (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA107a,60a,"Terlepas apakah B/I/S atau keluarga menerimanya atau tidak, dimanakah atau pada saat ada acara apakah B/I/S atau keluarga DITAWARI/DIBERI uang/barang/jasa oleh calon/partai politik/tim sukses tertentu selama Pileg pada April 2014 atau Pilpres?",Base : Responden yang pernah ditawari uang/barang/jasa (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA107b,60b,"Terlepas apakah B/I/S atau keluarga menerimanya atau tidak, dimanakah atau pada saat ada acara apakah B/I/S atau keluarga DITAWARI/DIBERI uang/barang/jasa oleh calon/partai politik/tim sukses tertentu selama Pileg pada April 2014 atau Pilpres?",Base : Responden yang pernah ditawari uang/barang/jasa (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA107c,60c,"Terlepas apakah B/I/S atau keluarga menerimanya atau tidak, dimanakah atau pada saat ada acara apakah B/I/S atau keluarga DITAWARI/DIBERI uang/barang/jasa oleh calon/partai politik/tim sukses tertentu selama Pileg pada April 2014 atau Pilpres?",Base : Responden yang pernah ditawari uang/barang/jasa (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA107d,60d,"Terlepas apakah B/I/S atau keluarga menerimanya atau tidak, dimanakah atau pada saat ada acara apakah B/I/S atau keluarga DITAWARI/DIBERI uang/barang/jasa oleh calon/partai politik/tim sukses tertentu selama Pileg pada April 2014 atau Pilpres?",Base : Responden yang pernah ditawari uang/barang/jasa (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA107e,60e,"Terlepas apakah B/I/S atau keluarga menerimanya atau tidak, dimanakah atau pada saat ada acara apakah B/I/S atau keluarga DITAWARI/DIBERI uang/barang/jasa oleh calon/partai politik/tim sukses tertentu selama Pileg pada April 2014 atau Pilpres?",Base : Responden yang pernah ditawari uang/barang/jasa (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA107f,60f,"Terlepas apakah B/I/S atau keluarga menerimanya atau tidak, dimanakah atau pada saat ada acara apakah B/I/S atau keluarga DITAWARI/DIBERI uang/barang/jasa oleh calon/partai politik/tim sukses tertentu selama Pileg pada April 2014 atau Pilpres?",Base : Responden yang pernah ditawari uang/barang/jasa (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ108a,61a,"(Tidak apa - apa untuk menerima pemberian uang/barang/jasa dari calon/partai politik/tim sukses tertentu, karena kegiatan tersebut saling menguntungkan pihak calon/partai politiknya dan masyarakat yang mendapatkan uang/barang) Please indicate your level of agreement or disagreement with this statement",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ108b,61b,(Tidak apa - apa untuk menerima pemberian uang/barang/jasa dari calon/partai politik/tim sukses tertentu selama tidak ada paksaan untuk memilih calon/partai politik tersebut) Please indicate your level of agreement or disagreement with this statement,Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ108c,61c,(Tidak pantas untuk menerima pemberian uang/barang/jasa dari calon/partai politik/tim sukses tertentu) Please indicate your level of agreement or disagreement with this statement?,Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ109a,62a,"Jika B/I/S ditawari uang/barang dari calon yang sebelumnya memang ingin B/I/S pilih, maka B/I/S akan...",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ109b,62b,"Jika B/I/S ditawari uang/barang dari calon yang sebelumnya tidak akan B/I/S pilih, maka B/I/S akan...",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ110a,63a,"(Calon yang membagi-bagikan uang/barang/jasa selama masa kampanye, memberikannya secara ikhlas tanpa mengharapkan sesuatu dari pemilih) Tolong sebutkan tingkat kesetujuan B/I/S terhadap pernyataan ini",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ110b,63b,(Calon yang membagi-bagikan uang/barang/jasa selama masa kampanye cenderung adalah pemimpin yang berjiwa sosial dan memperhatikan/membantu masyarakatnya),Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ110c,63c,(Calon yang membagi-bagikan uang/barang/jasa selama masa kampanye cenderung akan korupsi),Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SSQ111,64,"Menurut B/I/S, seberapa mungkin pihak lain akan bisa mengetahui pilihan calon/partai politik dari B/I/S, sedangkan suatu Pemilu/Pemilukada seharusnya berlangsung secara rahasia?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA112Aa,65aa,"Menurut B/I/S, bagaimana pihak lain tersebut (MUNGKIN/SANGAT MUNGKIN UNTUK BISA MENGETAHUI) pilihan calon/partai politik dari B/I/S?",Base : Responden yang menyatakan bahwa pihak lain mungkin bisa mengetahui pilihan calon/partai politik kita (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA112Ab,65ab,"Menurut B/I/S, bagaimana pihak lain tersebut (MUNGKIN/SANGAT MUNGKIN UNTUK BISA MENGETAHUI) pilihan calon/partai politik dari B/I/S?",Base : Responden yang menyatakan bahwa pihak lain mungkin bisa mengetahui pilihan calon/partai politik kita (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA112Ac,65ac,"Menurut B/I/S, bagaimana pihak lain tersebut (MUNGKIN/SANGAT MUNGKIN UNTUK BISA MENGETAHUI) pilihan calon/partai politik dari B/I/S?",Base : Responden yang menyatakan bahwa pihak lain mungkin bisa mengetahui pilihan calon/partai politik kita (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA112Ba,65ba,"Menurut B/I/S, bagaimana pihak lain tersebut (TIDAK MUNGKIN/SANGAT TIDAK MUNGKIN UNTUK BISA MENGETAHUI) pilihan calon/partai politik dari B/I/S?",Base : Responden yang menyatakan bahwa pihak lain tidak mungkin bisa mengetahui pilihan calon/partai politik kita (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA112Bb,65bb,"Menurut B/I/S, bagaimana pihak lain tersebut (TIDAK MUNGKIN/SANGAT TIDAK MUNGKIN UNTUK BISA MENGETAHUI) pilihan calon/partai politik dari B/I/S?",Base : Responden yang menyatakan bahwa pihak lain tidak mungkin bisa mengetahui pilihan calon/partai politik kita (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA112Bc,65bc,"Menurut B/I/S, bagaimana pihak lain tersebut (TIDAK MUNGKIN/SANGAT TIDAK MUNGKIN UNTUK BISA MENGETAHUI) pilihan calon/partai politik dari B/I/S?",Base : Responden yang menyatakan bahwa pihak lain tidak mungkin bisa mengetahui pilihan calon/partai politik kita (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SSQ113_BASE,67,"Dalam kenyataannya, pada saat B/I/S mendapatkan penawaran uang/barang/jasa dari calon/partai politik/tim sukses, apakah B/I/S (akan) melaporkan hal tersebut, atau tidak?",Base : Responden yang pernah ditawari uang/barang/jasa (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SSQ113_NEW,66,"Dalam kenyataannya, pada saat B/I/S atau keluarga mendapatkan penawaran uang/barang/jasa daricalon/partai politik/tim sukses tersebut, apakah B/I/S atau keluarga melaporkan hal tersebut, atau tidak?",Base : Responden yang pernah ditawari uang/barang/jasa (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA114a,67a,Mengapa B/I/S atau keluarga tidak melaporkan penawaran uang/barang dari calon/partai politik/tim sukses tersebut?,Base : Responden yang tidak melaporkan penawaran uang/barang dari calon/partai politik/tim sukses (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA114b,67b,Mengapa B/I/S atau keluarga tidak melaporkan penawaran uang/barang dari calon/partai politik/tim sukses tersebut?,Base : Responden yang tidak melaporkan penawaran uang/barang dari calon/partai politik/tim sukses (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA114c,67c,Mengapa B/I/S atau keluarga tidak melaporkan penawaran uang/barang dari calon/partai politik/tim sukses tersebut?,Base : Responden yang tidak melaporkan penawaran uang/barang dari calon/partai politik/tim sukses (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA114d,67d,Mengapa B/I/S atau keluarga tidak melaporkan penawaran uang/barang dari calon/partai politik/tim sukses tersebut?,Base : Responden yang tidak melaporkan penawaran uang/barang dari calon/partai politik/tim sukses (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA114e,67e,Mengapa B/I/S atau keluarga tidak melaporkan penawaran uang/barang dari calon/partai politik/tim sukses tersebut?,Base : Responden yang tidak melaporkan penawaran uang/barang dari calon/partai politik/tim sukses (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA114f,67f,Mengapa B/I/S atau keluarga tidak melaporkan penawaran uang/barang dari calon/partai politik/tim sukses tersebut?,Base : Responden yang tidak melaporkan penawaran uang/barang dari calon/partai politik/tim sukses (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA115a,68a,"Menurut pemahaman B/I/S, kepada siapakah pelaporan kegiatan pemberian uang/barang/jasa ini SEBAIKNYA dilakukan?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA115b,68b,"Menurut pemahaman B/I/S, kepada siapakah pelaporan kegiatan pemberian uang/barang/jasa ini SEBAIKNYA dilakukan?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMA115c,68c,"Menurut pemahaman B/I/S, kepada siapakah pelaporan kegiatan pemberian uang/barang/jasa ini SEBAIKNYA dilakukan?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SSQ116,69,"Terlepas apakah B/I/S menerima penawaran uang/barang/jasa dari calon/partai politik/tim sukses tertentu atau tidak, apakah akhirnya B/I/S memilih calon tersebut dalam pemilihan?",
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SSQ117,70,"Di awal, B/I/S memberitahukan kepada saya bahwa B/I/S dan keluarga pernah mendapatkan uang/barang/jasa dari calon/partai politik/tim sukses tertentu. Apakah akhirnya B/I/S memilih calon tersebut dalam pemilihan?",
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SSQ118,71,Apakah B/I/S memilih calon tersebut karena pemberian uang/barang/jasa dari calon?,
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SSQ119,72,"Misalnya B/I/S atau keluarga ditawari uang/barang/jasa oleh beberapa calon/partai politik/tim sukses sekaligus, bagamana B/I/S akan menentukan pilihan calon?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SSQ120,73,Pada awalnya B/I/S berkeinginan untuk mengikuti Pemilu/Pemilukada. Kemudian B/I/S atau keluarga ditawari uang/barang/jasa dari BEBERAPA calon/partai politik/tim sukses sekaligus. Apakah yang akan B/I/S lakukan?,Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ121a,74a,"(Menawarkan uang atau barang oleh calon) Menurut pemahaman B/I/S, jika mengacu kepada peraturan yang berlaku, apakah kegiatan menawarkan dan menerima uang/barang/jasa, dari calon/partai politik ke pemilihyang dilakukan pada masa pemilihan (masa kampanye, masa tenang atau hari H pemilihan),adalah sesuatu yang melanggar hukum atau tidak?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ121b,74b,"(Menerima uang atau barang dari calon) Menurut pemahaman B/I/S, jika mengacu kepada peraturan yang berlaku, apakah kegiatan menawarkan dan menerima uang/barang/jasa, dari calon/partai politik ke pemilihyang dilakukan pada masa pemilihan (masa kampanye, masa tenang atau hari H pemilihan),adalah sesuatu yang melanggar hukum atau tidak?",Base : Semua responden (n : xx)
UNDERSTANDING HOW TO VOTE,SSQ132_BASE,79,"Menurut pemahaman B/I/S, bagaimanakah cara menandai surat suara yang benar pada Pemilihan anggota DPR, DPRD (yang diikuti oleh partai politik) di Pemilu 2014 mendatang?",Base : Semua responden (n : xx)
UNDERSTANDING HOW TO VOTE,SSQ132_NEW,75,Bagaimanakah cara B/I/S memberikan suara pada Pileg/Pemilihan Legislatif/Pemilihan DPR & DPD di April 2014?,Base : Responden yang mengikuti Pemilihan Legislatif di April 2014 (n : xx)
UNDERSTANDING HOW TO VOTE,SSQ133_NEW,76,"Jika di masa yang akan datang kita tidak mencoblos surat suara dengan menggunakan kertas, melainkan dengan menggunakan mesin, apakah B/I/S akan percaya dengan hasilnya atau tidak?",Base : Semua responden (n : xx)
ELECTION MONITORING,SSQ136_BASE,80,"Ada orang yang merasa bahwa Pemilu tahun 2014 akan berlangsung bebas, jujur dan adil. Sementara itu ada pula yang merasa bahwa Pemilu tahun 2014 tidak akan berlangsung bebas, jujur dan adil dan sebagian lagi menyatakan tidak pasti atau tidak yakin. Bagaimana dengan B/I/S, pernyataan manakah yang paling sesuai dengan pendapat B/I/S?",Base : Semua responden (n : xx)
ELECTION MONITORING,SSQ136A_NEW,77,"Ada orang yang merasa bahwa Pileg/Pemilihan Legislatif/Pemilihan DPR & DPD di April 2014 berlangsung bebas, jujur dan adil. Sementara itu ada pula yang merasa bahwa Pileg/Pemilihan Legislatif/Pemilihan DPR & DPD di April 2014 tidak berlangsung bebas, jujur dan adil dan sebagian lagi menyatakan tidak pasti atau tidak yakin. Bagaimana dengan B/I/S, pernyataan manakah yang paling sesuai dengan pendapat B/I/S?",Base : Semua responden (n : xx)
ELECTION MONITORING,SMA137A1_BASE,81a1,"Mengapa B/I/S menyatakan bahwa Pileg/Pemilihan Legislatif/Pemilihan DPR & DPD di April 2014 akan berlangsung bebas, jujur dan adil?","Base : Responden yang menyatakan akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137A2_BASE,81a2,"Mengapa B/I/S menyatakan bahwa Pileg/Pemilihan Legislatif/Pemilihan DPR & DPD di April 2014 akan berlangsung bebas, jujur dan adil?","Base : Responden yang menyatakan akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137A3_BASE,81a3,"Mengapa B/I/S menyatakan bahwa Pileg/Pemilihan Legislatif/Pemilihan DPR & DPD di April 2014 akan berlangsung bebas, jujur dan adil?","Base : Responden yang menyatakan akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137B1_BASE,81b1,"Mengapa B/I/S menyatakan bahwa Pileg/Pemilihan Legislatif/Pemilihan DPR & DPD di April 2014 TIDAK akan berlangsung bebas, jujur dan adil?","Base : Responden yang menyatakan tidak akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137B2_BASE,81b2,"Mengapa B/I/S menyatakan bahwa Pileg/Pemilihan Legislatif/Pemilihan DPR & DPD di April 2014 TIDAK akan berlangsung bebas, jujur dan adil?","Base : Responden yang menyatakan tidak akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137B3_BASE,81b3,"Mengapa B/I/S menyatakan bahwa Pileg/Pemilihan Legislatif/Pemilihan DPR & DPD di April 2014 TIDAK akan berlangsung bebas, jujur dan adil?","Base : Responden yang menyatakan tidak akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137Aa1_NEW,78aa1,"Mengapa B/I/S menyatakan bahwa Pileg/Pemilihan Legislatif/Pemilihan DPR & DPD di April 2014 berlangsung bebas, jujur dan adil?","Base : Responden yang menyatakan akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137Aa2_NEW,78aa2,"Mengapa B/I/S menyatakan bahwa Pileg/Pemilihan Legislatif/Pemilihan DPR & DPD di April 2014 berlangsung bebas, jujur dan adil?","Base : Responden yang menyatakan akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137Aa3_NEW,78aa3,"Mengapa B/I/S menyatakan bahwa Pileg/Pemilihan Legislatif/Pemilihan DPR & DPD di April 2014 berlangsung bebas, jujur dan adil?","Base : Responden yang menyatakan akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137Ab1_NEW,78ab1,"Mengapa B/I/S menyatakan bahwaPileg/Pemilihan Legislatif/Pemilihan DPR & DPD di April 2014 TIDAK berlangsung bebas, jujur dan adil?","Base : Responden yang menyatakan tidak akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137Ab2_NEW,78ab2,"Mengapa B/I/S menyatakan bahwaPileg/Pemilihan Legislatif/Pemilihan DPR & DPD di April 2014 TIDAK berlangsung bebas, jujur dan adil?","Base : Responden yang menyatakan tidak akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137Ab3_NEW,78ab3,"Mengapa B/I/S menyatakan bahwaPileg/Pemilihan Legislatif/Pemilihan DPR & DPD di April 2014 TIDAK berlangsung bebas, jujur dan adil?","Base : Responden yang menyatakan tidak akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137Ac1_NEW,78ac1,"Mengapa B/I/S menyatakan bahwaPileg/Pemilihan Legislatif/Pemilihan DPR & DPD di April 2014 tidak pasti/tidak yakin akan berlangsung bebas, jujur, adil?",
ELECTION MONITORING,SMA137Ac2_NEW,78ac2,"Mengapa B/I/S menyatakan bahwaPileg/Pemilihan Legislatif/Pemilihan DPR & DPD di April 2014 tidak pasti/tidak yakin akan berlangsung bebas, jujur, adil?",
ELECTION MONITORING,SMA137Ac3_NEW,78ac3,"Mengapa B/I/S menyatakan bahwaPileg/Pemilihan Legislatif/Pemilihan DPR & DPD di April 2014 tidak pasti/tidak yakin akan berlangsung bebas, jujur, adil?",
ELECTION MONITORING,SSQ136B_NEW,79,"Ada orang yang merasa bahwa Pilpres (Pemilihan Presiden) di Juli 2014 berlangsung bebas, jujur dan adil. Sementara itu ada pula yang merasa bahwa Pilpres (Pemilihan Presiden) di Juli 2014tidak berlangsung bebas, jujur dan adil dan sebagian lagi menyatakan tidak pasti atau tidak yakin. Bagaimana dengan B/I/S, pernyataan manakah yang paling sesuai dengan pendapat B/I/S?",Base : Semua responden (n : xx)
ELECTION MONITORING,SMA137Ba1_NEW,80ba1,"Mengapa B/I/S menyatakan bahwa Pilpres (Pemilihan Presiden) di April Juli 2014 berlangsung bebas, jujur dan adil?","Base : Responden yang menyatakan akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137Ba2_NEW,80ba2,"Mengapa B/I/S menyatakan bahwa Pilpres (Pemilihan Presiden) di April Juli 2014 berlangsung bebas, jujur dan adil?","Base : Responden yang menyatakan akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137Ba3_NEW,80ba3,"Mengapa B/I/S menyatakan bahwa Pilpres (Pemilihan Presiden) di April Juli 2014 berlangsung bebas, jujur dan adil?","Base : Responden yang menyatakan akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137Bb1_NEW,80bb1,"Mengapa B/I/S menyatakan bahwa Pilpres (Pemilihan Presiden) di April Juli 2014 TIDAK berlangsung bebas, jujur dan adil?","Base : Responden yang menyatakan tidak akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137Bb2_NEW,80bb2,"Mengapa B/I/S menyatakan bahwa Pilpres (Pemilihan Presiden) di April Juli 2014 TIDAK berlangsung bebas, jujur dan adil?","Base : Responden yang menyatakan tidak akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137Bb3_NEW,80bb3,"Mengapa B/I/S menyatakan bahwa Pilpres (Pemilihan Presiden) di April Juli 2014 TIDAK berlangsung bebas, jujur dan adil?","Base : Responden yang menyatakan tidak akan berlangsung bebas, jujur dan adil (n : xx)"
ELECTION MONITORING,SMA137Bc1_NEW,80bc1,"Mengapa B/I/S menyatakan bahwa Pilpres (Pemilihan Presiden) di April Juli 2014 Tidak pasti/tidak yakin berlangsung bebas, jujur dan adil?",
ELECTION MONITORING,SMA137Bc2_NEW,80bc2,"Mengapa B/I/S menyatakan bahwa Pilpres (Pemilihan Presiden) di April Juli 2014 Tidak pasti/tidak yakin berlangsung bebas, jujur dan adil?",
ELECTION MONITORING,SMA137Bc3_NEW,80bc3,"Mengapa B/I/S menyatakan bahwa Pilpres (Pemilihan Presiden) di April Juli 2014 Tidak pasti/tidak yakin berlangsung bebas, jujur dan adil?",
ELECTION MONITORING,SSQ138_BASE,82,(Hasil perolehan suara pada Pemilu/Pemilukada yang dikeluarkan oleh lembaga KPU/KPUD benar-benar menggambarkan hasil pilihan masyarakat di TPS) Sebutkan tingkat kesetujuan B/I/S terhadap pernyataan tersebut,Base : Semua responden (n : xx)
ELECTION MONITORING,SMQ138A_NEW,81a,(Hasil perolehan suara pada Pileg/Pemilihan Legislatif/Pemilihan DPR & DPD di April 2014 yang dikeluarkan oleh lembaga KPU/KPUD benar-benar menggambarkan hasil pilihan masyarakat di TPS) Sebutkan tingkat kesetujuan B/I/S terhadap pernyataan tersebut,Base : Semua responden (n : xx)
ELECTION MONITORING,SMQ138B_NEW,81b,(Hasil perolehan suara pada Pilpres (Pemilihan Presiden) di Juli 2014 yang dikeluarkan oleh lembaga KPU/KPUD benar-benar menggambarkan hasil pilihan masyarakat di TPS) Sebutkan tingkat kesetujuan B/I/S terhadap pernyataan tersebut,Base : Semua responden (n : xx)
ELECTION MONITORING,SSQ140_NEW,82,"Apakah B/I/S percaya bahwa hasil Quick Count bisa menggambarkan hasil sebenarnya dari Pemilu secara tepat, atau tidak?",Base : Semua responden (n : xx)
INFORMATION NEEDS,SSQ155_NEW,83,"Terlepas dari siapakah Capres dan Cawapres yang terpilih, masalah apakah yang menurut B/I/S paling mendesak untuk segera diselesaikan bagi bangsa ini?",Base : Semua responden (n : xx)
MEDIA HABITS,SMQ155a,84a,(Menonton TV) Seberapa sering B/I/S...,Base : Semua responden (n : xx)
MEDIA HABITS,SMQ155b,84b,(Mendengarkan radio) Seberapa sering B/I/S...,Base : Semua responden (n : xx)
MEDIA HABITS,SMQ155c,84c,(Membaca surat kabar/Koran) Seberapa sering B/I/S...,Base : Semua responden (n : xx)
